"rule","engine","severity","tags","file","startLine","startColumn","endLine","endColumn","message","resources"
"func-style","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",75,1,81,2,"Expected a function expression.","https://eslint.org/docs/latest/rules/func-style"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/lib/util.mjs",77,22,77,23,"No magic number: 0.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"require-unicode-regexp","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",77,28,77,45,"Use the 'u' flag.","https://eslint.org/docs/latest/rules/require-unicode-regexp"
"no-ternary","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",80,10,80,90,"Ternary operator used.","https://eslint.org/docs/latest/rules/no-ternary"
"require-unicode-regexp","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",80,38,80,42,"Use the 'u' flag.","https://eslint.org/docs/latest/rules/require-unicode-regexp"
"require-unicode-regexp","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",80,73,80,77,"Use the 'u' flag.","https://eslint.org/docs/latest/rules/require-unicode-regexp"
"func-style","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",83,8,105,2,"Expected a function expression.","https://eslint.org/docs/latest/rules/func-style"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",86,5,86,16,"Unexpected console statement.","https://eslint.org/docs/latest/rules/no-console"
"capitalized-comments","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/lib/util.mjs",89,3,89,82,"Comments should not begin with a lowercase character.","https://eslint.org/docs/latest/rules/capitalized-comments"
"capitalized-comments","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/lib/util.mjs",90,3,90,80,"Comments should not begin with a lowercase character.","https://eslint.org/docs/latest/rules/capitalized-comments"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/lib/util.mjs",91,3,91,87,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"no-ternary","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",91,24,91,86,"Ternary operator used.","https://eslint.org/docs/latest/rules/no-ternary"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/lib/util.mjs",92,3,92,41,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"no-ternary","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",92,21,92,40,"Ternary operator used.","https://eslint.org/docs/latest/rules/no-ternary"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/lib/util.mjs",93,3,99,6,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"no-ternary","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",95,12,95,48,"Ternary operator used.","https://eslint.org/docs/latest/rules/no-ternary"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",96,5,96,10,"Expected object keys to be in ascending order. 'shell' should be before 'stdio'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",97,5,97,13,"Expected object keys to be in ascending order. 'encoding' should be before 'shell'.","https://eslint.org/docs/latest/rules/sort-keys"
"@lwc/lwc-platform/no-process-env","eslint",3,"Recommended,LWC,BestPractices,JavaScript","scripts/lib/util.mjs",98,15,98,26,"Usage of `process.env` is not allowed",
"no-ternary","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",101,11,101,47,"Ternary operator used.","https://eslint.org/docs/latest/rules/no-ternary"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/lib/util.mjs",101,33,101,34,"No magic number: 1.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",103,5,103,11,"Expected object keys to be in ascending order. 'stderr' should be before 'stdout'.","https://eslint.org/docs/latest/rules/sort-keys"
"func-style","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",108,8,123,2,"Expected a function expression.","https://eslint.org/docs/latest/rules/func-style"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/lib/util.mjs",110,3,110,34,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/lib/util.mjs",114,3,114,35,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/lib/util.mjs",115,15,115,16,"No magic number: 0.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"func-style","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",125,8,127,2,"Expected a function expression.","https://eslint.org/docs/latest/rules/func-style"
"func-style","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",129,8,131,2,"Expected a function expression.","https://eslint.org/docs/latest/rules/func-style"
"func-style","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",134,1,136,2,"Expected a function expression.","https://eslint.org/docs/latest/rules/func-style"
"@lwc/lwc-platform/no-process-env","eslint",3,"Recommended,LWC,BestPractices,JavaScript","scripts/lib/util.mjs",135,10,135,23,"Usage of `process.stdin.isTTY` is not allowed",
"@lwc/lwc-platform/no-process-env","eslint",3,"Recommended,LWC,BestPractices,JavaScript","scripts/lib/util.mjs",135,34,135,45,"Usage of `process.env.CI` is not allowed",
"@lwc/lwc-platform/no-process-env","eslint",3,"Recommended,LWC,BestPractices,JavaScript","scripts/lib/util.mjs",135,52,135,63,"Usage of `process.env.TRAINING_NO_PROMPT` is not allowed",
"func-style","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",138,1,143,2,"Expected a function expression.","https://eslint.org/docs/latest/rules/func-style"
"@lwc/lwc-platform/no-process-env","eslint",3,"Recommended,LWC,BestPractices,JavaScript","scripts/lib/util.mjs",139,48,139,61,"Usage of `process.stdin` is not allowed",
"@lwc/lwc-platform/no-process-env","eslint",3,"Recommended,LWC,BestPractices,JavaScript","scripts/lib/util.mjs",139,71,139,85,"Usage of `process.stdout` is not allowed",
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/lib/util.mjs",140,3,140,81,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"no-promise-executor-return","eslint",2,"ErrorProne,JavaScript,TypeScript","scripts/lib/util.mjs",140,49,140,79,"Return values from promise executor functions cannot be read.","https://eslint.org/docs/latest/rules/no-promise-executor-return"
"func-style","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",149,8,181,2,"Expected a function expression.","https://eslint.org/docs/latest/rules/func-style"
"max-statements","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",149,8,181,2,"Async function 'select' has too many statements (20). Maximum allowed is 10.","https://eslint.org/docs/latest/rules/max-statements"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/lib/util.mjs",158,26,158,27,"No magic number: 1.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/lib/util.mjs",159,40,159,41,"No magic number: 0.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/lib/util.mjs",160,20,160,21,"No magic number: 0.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",168,3,168,14,"Unexpected console statement.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",169,3,169,14,"Unexpected console statement.","https://eslint.org/docs/latest/rules/no-console"
"id-length","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",170,24,170,25,"Identifier name 'i' is too short (< 2).","https://eslint.org/docs/latest/rules/id-length"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",171,5,171,16,"Unexpected console statement.","https://eslint.org/docs/latest/rules/no-console"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/lib/util.mjs",171,40,171,41,"No magic number: 1.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-ternary","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",171,59,171,95,"Ternary operator used.","https://eslint.org/docs/latest/rules/no-ternary"
"no-await-in-loop","eslint",2,"ErrorProne,JavaScript,TypeScript","scripts/lib/util.mjs",174,20,174,67,"Unexpected `await` inside a loop.","https://eslint.org/docs/latest/rules/no-await-in-loop"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/lib/util.mjs",175,5,175,47,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/lib/util.mjs",176,45,176,46,"No magic number: 1.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/lib/util.mjs",177,30,177,31,"No magic number: 1.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"func-style","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",183,8,193,2,"Expected a function expression.","https://eslint.org/docs/latest/rules/func-style"
"no-ternary","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",187,18,187,52,"Ternary operator used.","https://eslint.org/docs/latest/rules/no-ternary"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/lib/util.mjs",188,3,188,70,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"func-style","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",197,8,220,2,"Expected a function expression.","https://eslint.org/docs/latest/rules/func-style"
"max-statements","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",197,8,220,2,"Function 'connectedOrgs' has too many statements (13). Maximum allowed is 10.","https://eslint.org/docs/latest/rules/max-statements"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/lib/util.mjs",202,3,202,86,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/lib/util.mjs",203,3,203,26,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/lib/util.mjs",204,3,204,19,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"no-continue","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",208,9,208,18,"Unexpected use of continue statement.","https://eslint.org/docs/latest/rules/no-continue"
"no-ternary","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",212,30,212,80,"Ternary operator used.","https://eslint.org/docs/latest/rules/no-ternary"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/lib/util.mjs",212,71,212,72,"No magic number: 0.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",214,9,214,20,"Expected object keys to be in ascending order. 'instanceUrl' should be before 'username'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",215,9,215,18,"Expected object keys to be in ascending order. 'connected' should be before 'instanceUrl'.","https://eslint.org/docs/latest/rules/sort-keys"
"func-style","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",222,8,228,2,"Expected a function expression.","https://eslint.org/docs/latest/rules/func-style"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",225,5,225,10,"Expected object keys to be in ascending order. 'label' should be before 'value'.","https://eslint.org/docs/latest/rules/sort-keys"
"no-ternary","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",225,12,225,77,"Ternary operator used.","https://eslint.org/docs/latest/rules/no-ternary"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",226,5,226,9,"Expected object keys to be in ascending order. 'hint' should be before 'label'.","https://eslint.org/docs/latest/rules/sort-keys"
"no-ternary","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",226,11,226,49,"Ternary operator used.","https://eslint.org/docs/latest/rules/no-ternary"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/lib/util.mjs",231,1,231,49,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"func-style","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",233,8,243,2,"Expected a function expression.","https://eslint.org/docs/latest/rules/func-style"
"id-length","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",234,9,234,10,"Identifier name 'p' is too short (< 2).","https://eslint.org/docs/latest/rules/id-length"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",236,28,236,32,"Expected object keys to be in ascending order. 'orgs' should be before 'receipts'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",241,28,241,32,"Expected object keys to be in ascending order. 'orgs' should be before 'receipts'.","https://eslint.org/docs/latest/rules/sort-keys"
"func-style","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",245,8,247,2,"Expected a function expression.","https://eslint.org/docs/latest/rules/func-style"
"prefer-template","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/lib/util.mjs",246,52,246,92,"Unexpected string concatenation.","https://eslint.org/docs/latest/rules/prefer-template"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/lib/util.mjs",246,83,246,84,"No magic number: 2.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"func-style","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",249,8,255,2,"Expected a function expression.","https://eslint.org/docs/latest/rules/func-style"
"id-length","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",251,57,251,58,"Identifier name 'r' is too short (< 2).","https://eslint.org/docs/latest/rules/id-length"
"id-length","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",253,27,253,28,"Identifier name 'a' is too short (< 2).","https://eslint.org/docs/latest/rules/id-length"
"id-length","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",253,30,253,31,"Identifier name 'b' is too short (< 2).","https://eslint.org/docs/latest/rules/id-length"
"func-style","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",258,8,276,2,"Expected a function expression.","https://eslint.org/docs/latest/rules/func-style"
"max-statements","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",258,8,276,2,"Function 'parseArgs' has too many statements (12). Maximum allowed is 10.","https://eslint.org/docs/latest/rules/max-statements"
"id-length","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",259,17,259,18,"Identifier name '_' is too short (< 2).","https://eslint.org/docs/latest/rules/id-length"
"id-length","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",260,12,260,13,"Identifier name 'i' is too short (< 2).","https://eslint.org/docs/latest/rules/id-length"
"no-plusplus","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",260,36,260,39,"Unary operator '++' used.","https://eslint.org/docs/latest/rules/no-plusplus"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/lib/util.mjs",263,31,263,32,"No magic number: 2.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/lib/util.mjs",264,7,264,32,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/lib/util.mjs",264,29,264,30,"No magic number: 1.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-plusplus","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",267,9,267,12,"Unary operator '++' used.","https://eslint.org/docs/latest/rules/no-plusplus"
"func-style","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",279,8,283,2,"Expected a function expression.","https://eslint.org/docs/latest/rules/func-style"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/lib/util.mjs",281,3,281,64,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"prefer-named-capture-group","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",281,27,281,62,"Capture group '([^/]+)' should be converted to a named or non-capturing group.","https://eslint.org/docs/latest/rules/prefer-named-capture-group"
"prefer-named-capture-group","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",281,27,281,62,"Capture group '([^/.]+)' should be converted to a named or non-capturing group.","https://eslint.org/docs/latest/rules/prefer-named-capture-group"
"require-unicode-regexp","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",281,27,281,62,"Use the 'u' flag.","https://eslint.org/docs/latest/rules/require-unicode-regexp"
"no-ternary","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",282,10,282,33,"Ternary operator used.","https://eslint.org/docs/latest/rules/no-ternary"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/lib/util.mjs",282,24,282,25,"No magic number: 1.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"func-style","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",285,8,289,2,"Expected a function expression.","https://eslint.org/docs/latest/rules/func-style"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/lib/util.mjs",287,3,287,64,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"prefer-named-capture-group","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",287,27,287,62,"Capture group '([^/]+)' should be converted to a named or non-capturing group.","https://eslint.org/docs/latest/rules/prefer-named-capture-group"
"prefer-named-capture-group","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",287,27,287,62,"Capture group '([^/.]+)' should be converted to a named or non-capturing group.","https://eslint.org/docs/latest/rules/prefer-named-capture-group"
"require-unicode-regexp","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",287,27,287,62,"Use the 'u' flag.","https://eslint.org/docs/latest/rules/require-unicode-regexp"
"no-ternary","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",288,10,288,50,"Ternary operator used.","https://eslint.org/docs/latest/rules/no-ternary"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/lib/util.mjs",288,27,288,28,"No magic number: 1.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/lib/util.mjs",288,39,288,40,"No magic number: 2.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"func-style","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/lib/util.mjs",291,8,293,2,"Expected a function expression.","https://eslint.org/docs/latest/rules/func-style"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/lib/util.mjs",292,76,292,77,"No magic number: 0.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"sort-imports","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/training.mjs",15,21,15,26,"Member 'abort' of the import declaration should be sorted alphabetically.","https://eslint.org/docs/latest/rules/sort-imports"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training.mjs",19,3,19,7,"Expected object keys to be in ascending order. 'seed' should be before 'status'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training.mjs",20,3,20,8,"Expected object keys to be in ascending order. 'check' should be before 'seed'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training.mjs",22,3,22,8,"Expected object keys to be in ascending order. 'reset' should be before 'simulate'.","https://eslint.org/docs/latest/rules/sort-keys"
"func-style","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training.mjs",26,1,53,2,"Expected a function expression.","https://eslint.org/docs/latest/rules/func-style"
"@lwc/lwc-platform/no-process-env","eslint",3,"Recommended,LWC,BestPractices,JavaScript","scripts/training.mjs",27,26,27,38,"Usage of `process.argv.slice` is not allowed",
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/training.mjs",27,45,27,46,"No magic number: 2.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/training.mjs",28,3,28,26,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"prefer-destructuring","eslint",3,"BestPractices,JavaScript,Fixable","scripts/training.mjs",28,9,28,25,"Use array destructuring.","https://eslint.org/docs/latest/rules/prefer-destructuring"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/training.mjs",28,23,28,24,"No magic number: 0.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training.mjs",31,5,31,16,"Unexpected console statement.","https://eslint.org/docs/latest/rules/no-console"
"@lwc/lwc-platform/no-process-env","eslint",3,"Recommended,LWC,BestPractices,JavaScript","scripts/training.mjs",43,5,43,17,"Usage of `process.exit` is not allowed",
"no-ternary","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training.mjs",43,18,43,30,"Ternary operator used.","https://eslint.org/docs/latest/rules/no-ternary"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/training.mjs",43,25,43,26,"No magic number: 0.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/training.mjs",43,29,43,30,"No magic number: 1.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/training.mjs",46,3,46,30,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/training.mjs",51,3,51,33,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training.mjs",56,3,56,16,"Unexpected console statement.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training.mjs",57,3,57,16,"Unexpected console statement.","https://eslint.org/docs/latest/rules/no-console"
"@lwc/lwc-platform/no-process-env","eslint",3,"Recommended,LWC,BestPractices,JavaScript","scripts/training.mjs",58,7,58,18,"Usage of `process.env.TRAINING_DEBUG` is not allowed",
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training.mjs",59,5,59,18,"Unexpected console statement.","https://eslint.org/docs/latest/rules/no-console"
"no-console","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training.mjs",61,5,61,18,"Unexpected console statement.","https://eslint.org/docs/latest/rules/no-console"
"@lwc/lwc-platform/no-process-env","eslint",3,"Recommended,LWC,BestPractices,JavaScript","scripts/training.mjs",63,3,63,15,"Usage of `process.exit` is not allowed",
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/training.mjs",63,16,63,17,"No magic number: 1.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"sort-imports","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/training/check.mjs",6,28,6,33,"Member 'title' of the import declaration should be sorted alphabetically.","https://eslint.org/docs/latest/rules/sort-imports"
"prefer-destructuring","eslint",3,"BestPractices,JavaScript,Fixable","scripts/training/check.mjs",12,9,12,35,"Use object destructuring.","https://eslint.org/docs/latest/rules/prefer-destructuring"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/training/check.mjs",13,3,19,5,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"id-length","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training/check.mjs",16,19,16,20,"Identifier name 'l' is too short (< 2).","https://eslint.org/docs/latest/rules/id-length"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training/check.mjs",16,52,16,57,"Expected object keys to be in ascending order. 'label' should be before 'value'.","https://eslint.org/docs/latest/rules/sort-keys"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/training/check.mjs",21,3,21,58,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"id-length","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training/check.mjs",21,33,21,34,"Identifier name 'l' is too short (< 2).","https://eslint.org/docs/latest/rules/id-length"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/training/check.mjs",22,3,25,5,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training/check.mjs",23,21,23,26,"Expected object keys to be in ascending order. 'label' should be before 'value'.","https://eslint.org/docs/latest/rules/sort-keys"
"id-length","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training/check.mjs",24,27,24,28,"Identifier name 'l' is too short (< 2).","https://eslint.org/docs/latest/rules/id-length"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training/check.mjs",24,58,24,63,"Expected object keys to be in ascending order. 'label' should be before 'value'.","https://eslint.org/docs/latest/rules/sort-keys"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/training/check.mjs",26,3,26,64,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training/check.mjs",29,42,29,45,"Expected object keys to be in ascending order. 'lab' should be before 'level'.","https://eslint.org/docs/latest/rules/sort-keys"
"no-ternary","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training/check.mjs",29,47,29,78,"Ternary operator used.","https://eslint.org/docs/latest/rules/no-ternary"
"no-undefined","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training/check.mjs",29,63,29,72,"Unexpected use of undefined.","https://eslint.org/docs/latest/rules/no-undefined"
"sort-imports","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/training/reset.mjs",9,13,9,17,"Member 'info' of the import declaration should be sorted alphabetically.","https://eslint.org/docs/latest/rules/sort-imports"
"max-lines-per-function","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training/reset.mjs",13,16,79,2,"Async function 'reset' has too many lines (67). Maximum allowed is 50.","https://eslint.org/docs/latest/rules/max-lines-per-function"
"max-statements","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training/reset.mjs",13,16,79,2,"Async function 'reset' has too many statements (38). Maximum allowed is 10.","https://eslint.org/docs/latest/rules/max-statements"
"id-length","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/training/reset.mjs",14,9,14,10,"Identifier name 'u' is too short (< 2).","https://eslint.org/docs/latest/rules/id-length"
